bill_id,knesset_num,sub_type,status,ancestor_first_plenum_discussion,presented_to_plenum,merged_first_call,from_presented_to_first_call,from_presented_to_first_call_without_pagra,merged_last_call,from_last_call_to_first_relevant_committee_discussion,from_last_call_to_first_relevant_committee_discussion_without_pagra,from_first_relevant_committee_discussions_to_last,from_first_relevant_committee_discussions_to_last_without_pagra,from_presented_to_plenum_to_publication,from_presented_to_plenum_to_publication_without_pagra,from_first_plenum_discussion_to_publication,from_first_plenum_discussion_to_publication_without_pagra,publication_date,dates_comments
148337,1,ממשלתית,התקבלה בקריאה שלישית,1950-11-06,1950-11-06,1950-11-06,0,0,1950-11-06,,,,,9,9,9,9,1950-11-15,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148338,1,ממשלתית,התקבלה בקריאה שלישית,1950-03-20,1950-03-20,1950-03-20,0,0,1950-03-20,,,,,66,62,66,62,1950-05-25,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148339,1,ממשלתית,התקבלה בקריאה שלישית,1949-08-29,1949-08-29,1949-08-29,0,0,1949-08-29,,,,,14,14,14,14,1949-09-12,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148343,1,ממשלתית,התקבלה בקריאה שלישית,1950-11-22,1950-11-22,1950-11-22,0,0,1950-11-22,,,,,57,57,57,57,1951-01-18,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148367,1,ממשלתית,התקבלה בקריאה שלישית,1951-02-06,1951-02-06,1951-02-06,0,0,1951-02-06,,,,,142,110,142,110,1951-06-28,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148381,1,ממשלתית,התקבלה בקריאה שלישית,1951-06-19,1951-06-19,1951-06-19,0,0,1951-06-19,,,,,9,9,9,9,1951-06-28,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148384,1,ממשלתית,התקבלה בקריאה שלישית,1950-05-09,1950-05-09,1950-05-09,0,0,1950-05-09,,,,,30,30,30,30,1950-06-08,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148386,1,ממשלתית,התקבלה בקריאה שלישית,1950-05-15,1950-05-15,1950-05-15,0,0,1950-05-15,,,,,95,87,95,87,1950-08-18,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148387,1,ממשלתית,התקבלה בקריאה שלישית,1950-03-21,1950-03-21,1950-03-21,0,0,1950-03-21,,,,,87,83,87,83,1950-06-16,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148389,1,ממשלתית,התקבלה בקריאה שלישית,1949-08-09,1949-08-09,1949-08-09,0,0,1949-08-09,,,,,8,8,8,8,1949-08-17,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148406,1,ממשלתית,התקבלה בקריאה שלישית,1950-01-09,1950-01-09,1950-01-09,0,0,1950-01-09,,,,,21,21,21,21,1950-01-30,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148442,1,ממשלתית,התקבלה בקריאה שלישית,1950-07-25,1950-07-25,1950-07-25,0,0,1950-07-25,,,,,226,159,226,159,1951-03-08,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148463,1,ממשלתית,התקבלה בקריאה שלישית,1949-12-07,1950-03-20,1950-03-20,0,0,1950-03-20,,,,,123,119,226,222,1950-07-21,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148523,1,ממשלתית,התקבלה בקריאה שלישית,1950-08-10,1950-08-10,1950-08-10,0,0,1950-08-10,,,,,8,0,8,0,1950-08-18,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148524,1,ממשלתית,התקבלה בקריאה שלישית,1949-06-06,1949-06-06,1949-06-06,0,0,1949-06-06,,,,,1,1,1,1,1949-06-07,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148560,1,ממשלתית,התקבלה בקריאה שלישית,1949-12-05,1949-12-05,1949-12-05,0,0,1949-12-05,,,,,247,243,247,243,1950-08-09,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148561,1,ממשלתית,התקבלה בקריאה שלישית,1950-05-15,1950-05-15,1950-05-15,0,0,1950-05-15,,,,,95,87,95,87,1950-08-18,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148574,1,ממשלתית,התקבלה בקריאה שלישית,1951-06-25,1951-06-27,1951-06-27,0,0,1951-06-27,,,,,6,6,8,8,1951-07-03,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148575,1,ממשלתית,התקבלה בקריאה שלישית,1949-06-13,1949-06-13,1949-06-13,0,0,1949-06-13,,,,,6,6,6,6,1949-06-19,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148576,1,ממשלתית,התקבלה בקריאה שלישית,1949-06-13,1949-06-13,1949-06-13,0,0,1949-06-13,,,,,6,6,6,6,1949-06-19,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148577,1,ממשלתית,התקבלה בקריאה שלישית,1951-04-09,1951-04-09,1951-04-09,0,0,1951-04-09,,,,,10,3,10,3,1951-04-19,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148604,1,ממשלתית,התקבלה בקריאה שלישית,1951-06-05,1951-06-05,1951-06-05,0,0,1951-06-05,,,,,36,28,36,28,1951-07-11,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148605,1,ממשלתית,התקבלה בקריאה שלישית,1950-01-16,1950-01-16,1950-01-16,0,0,1950-01-16,,,,,28,28,28,28,1950-02-13,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148704,1,ממשלתית,התקבלה בקריאה שלישית,1949-04-06,1949-08-02,1949-08-02,0,0,1949-08-02,,,,,127,71,245,176,1949-12-07,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148721,1,ממשלתית,התקבלה בקריאה שלישית,1950-07-03,1950-07-03,1950-07-03,0,0,1950-07-03,,,,,3,3,3,3,1950-07-06,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148722,1,ממשלתית,התקבלה בקריאה שלישית,1949-12-05,1949-12-05,1949-12-05,0,0,1949-12-05,,,,,25,25,25,25,1949-12-30,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148723,1,ממשלתית,התקבלה בקריאה שלישית,1949-08-25,1949-08-25,1949-08-25,0,0,1949-08-25,,,,,18,18,18,18,1949-09-12,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148735,1,ממשלתית,התקבלה בקריאה שלישית,1950-11-28,1950-11-28,1950-11-28,0,0,1950-11-28,,,,,9,9,9,9,1950-12-07,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148764,1,ממשלתית,התקבלה בקריאה שלישית,1951-06-27,1951-06-27,1951-06-27,0,0,1951-06-27,,,,,29,6,29,6,1951-07-26,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148864,1,ממשלתית,התקבלה בקריאה שלישית,1951-03-12,1951-03-12,1951-03-12,0,0,1951-03-12,,,,,75,43,75,43,1951-05-26,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148866,1,ממשלתית,התקבלה בקריאה שלישית,1950-11-28,1950-11-28,1950-11-28,0,0,1950-11-28,,,,,31,31,31,31,1950-12-29,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148867,1,ממשלתית,התקבלה בקריאה שלישית,1950-08-10,,,,,,,,,,,,8,0,1950-08-18,"failed to find presented to plenum, failed to find first call, failed to find last call"
148868,1,ממשלתית,התקבלה בקריאה שלישית,1950-05-10,1950-05-10,1950-05-10,0,0,1950-05-10,,,,,79,79,79,79,1950-07-28,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148869,1,ממשלתית,התקבלה בקריאה שלישית,1950-03-28,,,,,,,,,,,,7,3,1950-04-04,"failed to find presented to plenum, failed to find first call, failed to find last call"
148871,1,ממשלתית,התקבלה בקריאה שלישית,1949-06-14,1949-06-14,1949-06-14,0,0,1949-06-14,,,,,87,87,87,87,1949-09-09,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148872,1,ממשלתית,התקבלה בקריאה שלישית,1949-04-25,1949-04-25,1949-04-25,0,0,1949-04-25,,,,,13,13,13,13,1949-05-08,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148873,1,ממשלתית,התקבלה בקריאה שלישית,1949-07-25,1949-07-25,1949-07-25,0,0,1949-07-25,,,,,7,7,7,7,1949-08-01,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148874,1,ממשלתית,התקבלה בקריאה שלישית,1949-04-04,1949-04-04,1949-04-04,0,0,1949-04-04,,,,,1,1,1,1,1949-04-05,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148875,1,ממשלתית,התקבלה בקריאה שלישית,1949-06-27,1949-06-27,1949-06-27,0,0,1949-06-27,,,,,24,24,24,24,1949-07-21,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148888,1,ממשלתית,התקבלה בקריאה שלישית,1951-03-20,1951-03-20,1951-03-20,0,0,1951-03-20,,,,,16,16,16,16,1951-04-05,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148889,1,ממשלתית,התקבלה בקריאה שלישית,1950-08-01,1950-08-01,1950-08-01,0,0,1950-08-01,,,,,17,9,17,9,1950-08-18,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148890,1,ממשלתית,התקבלה בקריאה שלישית,1949-07-06,1949-07-06,1949-07-06,0,0,1949-07-06,,,,,42,42,42,42,1949-08-17,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148990,1,ממשלתית,התקבלה בקריאה שלישית,1951-01-09,1951-01-09,1951-01-09,0,0,1951-01-09,,,,,30,30,30,30,1951-02-08,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148991,1,ממשלתית,התקבלה בקריאה שלישית,1950-07-12,1950-07-12,1950-07-12,0,0,1950-07-12,,,,,28,28,28,28,1950-08-09,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148992,1,ממשלתית,התקבלה בקריאה שלישית,1949-07-05,1949-07-05,1949-07-05,0,0,1949-07-05,,,,,29,29,29,29,1949-08-03,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148993,1,ממשלתית,התקבלה בקריאה שלישית,1949-07-05,1949-07-19,1949-07-19,0,0,1949-07-19,,,,,1,1,15,15,1949-07-20,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
149003,1,ממשלתית,התקבלה בקריאה שלישית,1950-11-22,1950-11-22,1950-11-22,0,0,1950-11-22,,,,,51,51,51,51,1951-01-12,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
149007,1,ממשלתית,התקבלה בקריאה שלישית,1951-02-26,1951-02-26,1951-02-26,0,0,1951-02-26,,,,,158,95,158,95,1951-08-03,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
149009,1,ממשלתית,התקבלה בקריאה שלישית,1950-02-21,1950-02-21,1950-02-21,0,0,1950-02-21,,,,,43,39,43,39,1950-04-05,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
149010,1,ממשלתית,התקבלה בקריאה שלישית,1949-12-27,1949-12-27,1949-12-27,0,0,1949-12-27,,,,,-24,-24,-24,-24,1949-12-03,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
149011,1,ממשלתית,התקבלה בקריאה שלישית,1949-08-25,1949-08-25,1949-08-25,0,0,1949-08-25,,,,,18,18,18,18,1949-09-12,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
149008,1,ממשלתית,התקבלה בקריאה שלישית,1950-07-17,1950-07-17,1950-07-17,0,0,1950-07-17,,,,,17,17,17,17,1950-08-03,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
149019,1,ממשלתית,התקבלה בקריאה שלישית,1950-02-21,1950-02-21,1950-02-21,0,0,1950-02-21,,,,,9,9,9,9,1950-03-02,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
149020,1,ממשלתית,התקבלה בקריאה שלישית,1949-12-27,1949-12-27,1949-12-27,0,0,1949-12-27,,,,,3,3,3,3,1949-12-30,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
149021,1,ממשלתית,התקבלה בקריאה שלישית,1949-08-24,1949-08-24,1949-08-24,0,0,1949-08-24,,,,,19,19,19,19,1949-09-12,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
149022,1,ממשלתית,התקבלה בקריאה שלישית,1949-04-06,1949-04-06,1949-04-06,0,0,1949-04-06,,,,,62,49,62,49,1949-06-07,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
149038,1,ממשלתית,התקבלה בקריאה שלישית,1951-06-04,1951-06-04,1951-06-04,0,0,1951-06-04,,,,,37,29,37,29,1951-07-11,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
149039,1,ממשלתית,התקבלה בקריאה שלישית,1951-06-04,1951-06-04,1951-06-04,0,0,1951-06-04,,,,,9,9,9,9,1951-06-13,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
149040,1,ממשלתית,התקבלה בקריאה שלישית,1950-11-21,1950-11-21,1950-11-21,0,0,1950-11-21,,,,,16,16,16,16,1950-12-07,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
149051,1,ממשלתית,התקבלה בקריאה שלישית,1951-05-15,1951-05-15,1951-05-15,0,0,1951-05-15,,,,,19,19,19,19,1951-06-03,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
149052,1,ממשלתית,התקבלה בקריאה שלישית,1950-07-25,1950-07-25,1950-07-25,0,0,1950-07-25,,,,,24,16,24,16,1950-08-18,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
149053,1,ממשלתית,התקבלה בקריאה שלישית,1950-02-21,1950-02-21,1950-02-21,0,0,1950-02-21,,,,,5,5,5,5,1950-02-26,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
149054,1,ממשלתית,התקבלה בקריאה שלישית,1949-08-10,1949-08-10,1949-08-10,0,0,1949-08-10,,,,,7,7,7,7,1949-08-17,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
149055,1,ממשלתית,התקבלה בקריאה שלישית,1949-04-06,1949-04-06,1949-04-06,0,0,1949-04-06,,,,,74,61,74,61,1949-06-19,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
149093,1,ממשלתית,התקבלה בקריאה שלישית,1951-06-04,1951-06-04,1951-06-04,0,0,1951-06-04,,,,,9,9,9,9,1951-06-13,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
