מזהה ייחודי של הצעות חוק,מספר הכנסת,שם החוק שהתקבל,המשרד היוזם לפי התזכיר,קוד הועדה שדנה בהצעת החוק,שם הועדה,השרים הממונים,סיווג - חוקי הסדרים,סיווג - תקציב,מספר מ’ של הצעת החוק,תאריך פרסום החוק בספר החוקים,מספר חוברת,מספר עמוד,מספר עמודי חקיקה,מספר עמודי חקיקה - הערות,דיון ראשון במליאה,הונחה על שולחן הכנסת לקריאה ראשונה,כמה זמן חלף בין הגשת הצעת החוק ועד הקריאה הראשונה,כמה זמן חלף בין הגשת הצעת החוק ועד הקריאה הראשונה - לא כולל פגרות,כמה זמן חלף בין ההצבעה הראשונה שהתקבלה ועד תחילת הדיון בה בוועדה הרלוונטית,כמה זמן חלף בין ההצבעה הראשונה שהתקבלה ועד תחילת הדיון בה בוועדה הרלוונטית - לא כולל פגרות,כמה זמן חלף בין תחילת הדיון בוועדה ועד לסיום הכנת החוק לקריאה שנייה ושלישית,כמה זמן חלף בין תחילת הדיון בוועדה ועד לסיום הכנת החוק לקריאה שנייה ושלישית - לא כולל פגרות,כמה זמן חלף מהגשת הצעת החוק ועד לאישור החוק,כמה זמן חלף מהגשת הצעת החוק ועד לאישור החוק - לא כולל פגרות,כמה זמן חלף מהדיון הראשון במליאה ועד לאישור החוק,כמה זמן חלף מהדיון הראשון במליאה ועד לאישור החוק - לא כולל פגרות
367078,18,"חוק התעבורה (החלת הוראות פקודת התעבורה על רכבת מקומית - הוראת שעה) (תיקון), התש""ע-2010",,654,הכלכלה,התחבורה והבטיחות בדרכים ,False,False,526,2010-07-29,2256,653,0.5,"more then 1 bill in page, split num pages between them",2010-07-12,2010-07-12,0,0,7,7,0,0,17,10,17,10
334432,18,"חוק לנשיאת עונש מאסר במדינת אזרחותו של האסיר (תיקון מס' 3), התש""ע-2010",,657,"החוקה, חוק ומשפט","לביטחון הפנים, המשפטים",False,False,470,2010-07-28,2254,633,1,,2010-01-25,2010-01-25,0,0,92,53,77,77,184,139,184,139
336753,18,"חוק כליאתם של לוחמים בלתי חוקיים (תיקון מס' 2), התש""ע-2010",,655,החוץ והביטחון,הביטחון,False,False,487,2010-07-28,2254,634,1.0,"more then 1 bill in page, split num pages between them",2010-03-15,2010-03-16,0,0,114,75,0,0,134,89,135,90
326278,18,"חוק לתיקון פקודת התעבורה (מס' 94), התש""ע-2010",,654,הכלכלה,התחבורה והבטיחות בדרכים ,False,False,436,2010-07-27,2253,621,3,,2009-06-17,2009-06-17,0,0,252,181,145,106,405,290,405,290
336424,18,"חוק בתי המשפט (תיקון מס' 59), התש""ע-2010",,657,"החוקה, חוק ומשפט","האוצר, המשפטים",False,False,484,2010-07-27,2253,612,7,,2010-02-08,2010-02-08,0,0,85,46,64,64,169,125,169,125
358630,18,"חוק קליטת חיילים משוחררים (תיקון מס' 12), התש""ע-2010",,660,"העבודה, הרווחה והבריאות",הביטחון,False,False,510,2010-07-26,2252,604,2,,2010-05-24,2010-06-07,0,0,38,38,0,0,49,45,63,59
359037,18,"חוק ביטוח בריאות ממלכתי (תיקון מס' 50), התש""ע-2010",,660,"העבודה, הרווחה והבריאות",הבריאות,False,False,509,2010-07-26,2251,596,5,,2010-06-14,2010-06-14,0,0,14,14,21,21,42,38,42,38
360489,18,"חוק הביטוח הלאומי (תיקון מס' 120), התש""ע-2010",,660,"העבודה, הרווחה והבריאות","העבודה, הרווחה והשירותים החברתיים",False,False,512,2010-07-26,2251,601,1,,2010-06-28,2010-06-28,0,0,16,16,0,0,28,24,28,24
368209,18,"חוק שירות ביטחון (הוראת שעה) (תיקון מס' 13), התש""ע-2010",,655,החוץ והביטחון,הביטחון,False,False,516,2010-07-26,2251,602,2,,2010-07-12,2010-07-12,0,0,,,,,14,10,14,10
364729,18,"חוק האזרחים הוותיקים (תיקון מס' 9), התש""ע-2010",,656,הפנים והגנת הסביבה,לשוויון חברתי,False,False,520,2010-07-22,2250,589,2,,2010-06-28,2010-06-28,0,0,8,8,0,0,24,24,24,24
364733,18,"חוק חינוך ממלכתי (תיקון מס' 13), התש""ע-2010",,659,"החינוך, התרבות והספורט",החינוך,False,False,517,2010-07-22,2250,594,2,,2010-06-28,2010-06-28,0,0,9,9,0,0,24,24,24,24
364735,18,"חוק ליישום ההסכם בין ממשלת מדינת ישראל לבין הארגון לשיתוף פעולה ולפיתוח כלכלי בדבר זכויות יתר, חסינויות והקלות המוענקות לארגון, התש""ע-2010",,657,"החוקה, חוק ומשפט",החוץ,False,False,519,2010-07-22,2250,580,4.5,"more then 1 bill in page, split num pages between them",2010-06-28,2010-06-28,0,0,7,7,0,0,24,24,24,24
369109,18,"חוק סדר הדין הפלילי (סמכויות אכיפה - מעצרים) (היוועדות חזותית - הוראת שעה) (תיקון מס' 3), התש""ע-2010",,657,"החוקה, חוק ומשפט",לביטחון הפנים,False,False,528,2010-07-22,2250,580,4.5,"more then 1 bill in page, split num pages between them",2010-07-12,2010-07-12,0,0,9,9,0,0,10,10,10,10
348671,18,"חוק לתיקון פקודת מס הכנסה (מס' 177), התש""ע-2010",משרד האוצר,653,הכספים,האוצר,False,False,501,2010-07-14,2248,571,0.5,"more then 1 bill in page, split num pages between them",2010-05-17,2010-05-17,0,0,44,44,7,7,58,58,58,58
311513,18,"חוק חתימה אלקטרונית (תיקון מס' 2 והוראת שעה), התש""ע-2010",,663,המדע והטכנולוגיה,המשפטים,False,False,412,2010-07-07,2246,558,4,,2008-11-05,2008-11-05,0,0,404,195,48,48,609,361,609,361
335718,18,"חוק לתיקון פקודת סימני מסחר (מס' 7), התש""ע-2010",,657,"החוקה, חוק ומשפט",המשפטים,False,False,477,2010-07-07,2246,562,4,,2010-02-22,2010-02-22,0,0,100,61,0,0,135,96,135,96
343929,18,חוק-יסוד: תקציב המדינה לשנים 2009 ו-2010 (הוראות מיוחדות) (הוראת שעה) (תיקון),,706,"משותפת כספים וחוקה לדיון בהצ""ח התייעלות כלכלית ותקציב המדינה לשנים 2009 - 2010",,False,True,498,2010-06-30,2245,550,1,,2010-03-17,2010-03-17,0,0,41,2,49,49,105,66,105,66
343930,18,"חוק ההתייעלות הכלכלית (תיקוני חקיקה ליישום התכנית הכלכלית לשנים 2009 ו-2010) (תיקון מס' 4), התש""ע-2010",,706,"משותפת כספים וחוקה לדיון בהצ""ח התייעלות כלכלית ותקציב המדינה לשנים 2009 - 2010","האוצר, ראש הממשלה",True,True,498,2010-06-30,2245,551,3,,2010-03-17,2010-03-17,0,0,41,2,49,49,105,66,105,66
360189,18,"חוק התקשורת (המשך שידורי חדשות מקומיות בטלוויזיה) (תיקוני חקיקה) (הוראות שעה) (תיקון מס' 3), התש""ע-2010",,654,הכלכלה,התקשורת,False,False,513,2010-06-30,2245,554,1,,2010-06-14,2010-06-14,0,0,1,1,0,0,16,16,16,16
341169,18,"חוק ניירות ערך (תיקון מס' 42), התש""ע-2010",,653,הכספים,"הכלכלה והתעשייה, האוצר, המשפטים",False,False,491,2010-06-15,2243,536,9,,2009-10-12,2010-01-06,0,0,57,18,21,21,160,121,246,207
348670,18,"חוק הפיקוח על שירותים פיננסיים (ביטוח) (תיקון מס' 23), התש""ע-2010",,660,"העבודה, הרווחה והבריאות",האוצר,False,False,502,2010-06-15,2243,545,3,,2010-05-10,2010-05-10,0,0,35,35,0,0,36,36,36,36
242258,18,"חוק תרומת ביציות, התש""ע-2010",,660,"העבודה, הרווחה והבריאות","המשפטים, האוצר, הבריאות, להגנת הסביבה",False,False,289,2010-06-13,2242,520,16,,2007-05-08,2007-05-08,0,0,1086,642,19,19,1132,688,1132,688
343935,18,"חוק הפחתת הגירעון והגבלת ההוצאה התקציבית (תיקון מס' 11), התש""ע-2010",,653,הכספים,האוצר,False,True,498,2010-06-03,2241,515,1,,2010-03-17,2010-03-17,0,0,40,1,2,2,78,39,78,39
336756,18,"חוק ניירות ערך (תיקון מס' 41), התש""ע-2010",,653,הכספים,האוצר,False,False,486,2010-05-31,2240,511,1,,2010-03-08,2010-03-08,0,0,57,18,0,0,84,45,84,45
342913,18,"חוק גלי צה""ל - שידורי רדיו של צבא הגנה לישראל (שידורי חסות ותשדירי שירות) (הוראת שעה) (תיקון מס' 3), התש""ע-2010",,654,הכלכלה,הביטחון,False,False,497,2010-05-31,2240,512,2,,2010-03-15,2010-03-16,0,0,55,16,0,0,76,37,77,38
323611,18,"חוק עובדים זרים (תיקון מס' 12), התש""ע-2010",,656,הפנים והגנת הסביבה,"הכלכלה והתעשייה, העבודה, הרווחה והשירותים החברתיים, האוצר, המשפטים, הפנים, החקלאות ופיתוח הכפר",False,False,426,2010-03-24,2238,488,16,,2009-05-18,2009-05-18,0,0,175,104,126,126,310,232,310,232
333807,18,"חוק המאבק בתופעת השכרות (הוראת שעה ותיקון חקיקה), התש""ע-2010",,702,משותפת של ועדת הפנים והחוקה לדיון בהצעות חוק המאבק בתופעת השכרות,"לביטחון הפנים, המשפטים",False,False,469,2010-03-24,2238,504,1.0,"more then 1 bill in page, split num pages between them",2009-07-27,2009-12-09,0,0,-21,-21,29,29,105,98,240,162
336425,18,"חוק בנק ישראל, התש""ע-2010",,653,הכספים,"הממשלה, האוצר, המשפטים",False,False,485,2010-03-24,2237,452,24,,2010-02-08,2010-02-08,0,0,15,15,15,15,44,37,44,37
342129,18,"חוק שירות ביטחון (תיקון מס' 7 והוראת שעה) (שירות במשטרה ושירות מוכר) (תיקון מס' 11), התש""ע-2010",,655,החוץ והביטחון,הביטחון,False,False,495,2010-03-24,2238,506,2,,2010-03-08,2010-03-08,0,0,8,8,0,0,16,9,16,9
335720,18,"חוק שהייה שלא כדין (איסור סיוע) (הוראות שעה) (תיקון מס' 13), התש""ע-2010",,656,הפנים והגנת הסביבה,"העבודה, הרווחה והשירותים החברתיים, הפנים, המשפטים",False,False,478,2010-03-23,2236,446,2,,2010-02-02,2010-02-02,0,0,29,29,12,12,49,43,49,43
343110,18,"חוק סיוע לשדרות וליישובי הנגב המערבי (הוראת שעה) (תיקון מס' 2), התש""ע-2010",,653,הכספים,האוצר,False,False,492,2010-03-23,2236,445,1,,2010-03-15,2010-03-16,0,0,0,0,0,0,7,1,8,2
306712,18,"חוק הבטחת הכנסה (תיקון מס' 35), התש""ע-2010",,660,"העבודה, הרווחה והבריאות","העבודה, הרווחה והשירותים החברתיים",False,False,407,2010-03-22,2235,437,0.5,"more then 1 bill in page, split num pages between them",2008-11-05,2008-11-05,0,0,405,196,0,0,502,288,502,288
327858,18,"חוק ברית הזוגיות לחסרי דת, התש""ע-2010",משרד המשפטים,657,"החוקה, חוק ומשפט","הפנים, המשפטים, לשירותי דת",False,False,445,2010-03-22,2235,428,7,,2009-07-20,2009-07-20,0,0,85,14,147,147,245,169,245,169
342092,18,"חוק שוויון זכויות לאנשים עם מוגבלות (תיקון מס' 7), התש""ע-2010",,660,"העבודה, הרווחה והבריאות","העבודה, הרווחה והשירותים החברתיים, הביטחון, התקשורת, הבריאות, המשפטים, החינוך, התחבורה והבטיחות בדרכים , הפנים",False,False,493,2010-03-22,2235,438,2,,2010-03-08,2010-03-08,0,0,2,2,0,0,14,9,14,9
142332,18,"חוק השיפוט הצבאי (תיקון מס' 61), התש""ע-2010",,655,החוץ והביטחון,הביטחון,False,False,247,2010-03-17,2234,420,0.5,"more then 1 bill in page, split num pages between them",2006-10-23,2006-10-23,0,0,1001,625,211,140,1241,794,1241,794
333587,18,"חוק שירות ביטחון (תיקון מס' 17), התש""ע-2010",,655,החוץ והביטחון,הביטחון,False,False,468,2010-03-17,2234,420,0.5,"more then 1 bill in page, split num pages between them",2009-12-28,2009-12-28,0,0,50,50,0,0,79,79,79,79
335722,18,"חוק להגנה על עדים (תיקון מס' 2), התש""ע-2010",,656,הפנים והגנת הסביבה,לביטחון הפנים,False,False,480,2010-03-17,2234,422,0.5,"more then 1 bill in page, split num pages between them",2010-02-02,2010-02-02,0,0,13,13,9,9,43,43,43,43
326283,18,"חוק רישום שיכונים ציבוריים (הוראת שעה) (תיקון מס' 6), התש""ע-2010",,654,הכלכלה,"האוצר, הבינוי והשיכון",False,False,436,2010-03-16,2233,414,1.0,"more then 1 bill in page, split num pages between them",2009-06-17,2009-06-17,0,0,166,95,71,71,272,201,272,201
328403,18,"חוק לתיקון פקודת הסטטיסטיקה (מס' 3), התש""ע-2010",,654,הכלכלה,ראש הממשלה,False,False,450,2010-03-16,2233,417,3,,2009-10-19,2009-10-19,0,0,120,120,0,0,148,148,148,148
327210,18,"חוק הסדרת העיסוק בייעוץ השקעות, בשיווק השקעות ובניהול תיקי השקעות (תיקון מס' 14), התש""ע-2010",,653,הכספים,האוצר,False,False,442,2010-03-03,2232,409,0.5,"more then 1 bill in page, split num pages between them",2009-07-27,2009-07-27,0,0,184,113,0,0,219,148,219,148
327672,18,"חוק הבנקאות (רישוי) (תיקון מס' 15), התש""ע-2010",,653,הכספים,האוצר,False,False,444,2010-03-03,2232,409,0.5,"more then 1 bill in page, split num pages between them",2009-07-27,2009-07-27,0,0,170,99,13,13,219,148,219,148
334868,18,"חוק הביטוח הלאומי (תיקון מס' 83 - הוראת שעה) (תיקון), התש""ע-2010",,660,"העבודה, הרווחה והבריאות","העבודה, הרווחה והשירותים החברתיים",False,False,474,2010-03-03,2232,407,1.0,"more then 1 bill in page, split num pages between them",2010-02-02,2010-02-02,0,0,13,13,0,0,29,29,29,29
334669,18,"חוק העונשין (תיקון מס' 106), התש""ע-2010",,657,"החוקה, חוק ומשפט",המשפטים,False,False,473,2010-02-25,2231,403,3,,2010-01-25,2010-01-25,0,0,22,22,0,0,31,31,31,31
341329,18,"חוק להגנה על עדים (תיקון), התש""ע-2010",,656,הפנים והגנת הסביבה,לביטחון הפנים,False,False,480,2010-02-25,2231,402,1,,2010-02-02,2010-02-02,0,0,,,,,23,23,23,23
305915,18,"חוק הסדרת העיסוק בייעוץ השקעות, בשיווק השקעות ובניהול תיקי השקעות (תיקון מס' 13), התש""ע-2010",,653,הכספים,"האוצר, המשפטים",False,False,402,2010-02-16,2229,370,10,,2008-07-30,2008-07-30,0,0,531,238,15,15,566,273,566,273
330253,18,"חוק שירות הקבע בצבא הגנה לישראל (הליכים לעניין החלטות הנוגעות לחיילים בשירות קבע), התש""ע-2010",,660,"העבודה, הרווחה והבריאות","הביטחון, המשפטים",False,False,458,2010-02-16,2229,380,4,,2009-11-09,2009-11-09,0,0,35,35,44,44,99,99,99,99
332064,18,"חוק העונשין (תיקון מס' 104), התש""ע-2010",,657,"החוקה, חוק ומשפט",המשפטים,False,False,463,2010-02-16,2229,384,1,,2009-11-30,2009-11-30,0,0,57,57,0,0,78,78,78,78
137448,18,"חוק לתיקון פקודת הקרקעות (רכישה לצורכי ציבור) (מס' 3), התש""ע-2010",,653,הכספים,"התחבורה והבטיחות בדרכים , התרבות והספורט , האוצר, המשפטים",False,False,237,2010-02-15,2228,346,24,,2006-12-19,2006-12-19,0,0,1042,595,50,50,1154,707,1154,707
326284,18,"חוק יסודות התקציב (תיקון מס' 38), התש""ע-2010",,656,הפנים והגנת הסביבה,האוצר,False,True,436,2010-02-11,2227,342,2,,2009-06-17,2009-06-17,0,0,49,46,175,107,239,168,239,168
331491,18,"חוק העיטורים במשטרת ישראל ובשירות בתי הסוהר (תיקון מס' 3), התש""ע-2010",,656,הפנים והגנת הסביבה,לביטחון הפנים,False,False,460,2010-02-11,2227,344,2,,2009-12-07,2009-12-07,0,0,44,44,0,0,66,66,66,66
240964,18,"חוק הפיקדון על מכלי משקה (תיקון מס' 4), התש""ע-2010",,654,הכלכלה,להגנת הסביבה,False,False,285,2010-02-09,2226,330,12,,2007-03-12,2007-03-12,0,0,946,499,75,75,1065,618,1065,618
298671,18,"חוק לתיקון פקודת מס הכנסה (מס' 174 - הוראת שעה לגבי שנות המס 2007, 2008 ו-2009), התש""ע-2010",משרד האוצר,653,הכספים,האוצר,False,False,391,2010-02-04,2225,326,0.5,"more then 1 bill in page, split num pages between them",2008-07-07,2008-07-07,0,0,540,247,0,0,577,284,577,284
332504,18,"חוק העונשין (תיקון מס' 103), התש""ע-2010",,657,"החוקה, חוק ומשפט",המשפטים,False,False,465,2010-02-04,2225,325,1,,2009-12-07,2009-12-07,0,0,7,7,23,23,59,59,59,59
331918,18,"חוק הרשות השניה לטלוויזיה ורדיו (תיקון מס' 32), התש""ע-2010",,654,הכלכלה,התקשורת,False,False,462,2010-01-26,2224,312,12,,2009-11-23,2009-11-23,0,0,2,2,55,55,64,64,64,64
241632,18,"חוק הגנת הצרכן (תיקון מס' 26), התש""ע-2010",,654,הכלכלה,הכלכלה והתעשייה,False,False,288,2010-01-17,2223,305,3,,2007-03-21,2007-03-21,0,0,812,436,189,118,1033,586,1033,586
329448,18,"חוק סדר הדין הפלילי (תיקון מס' 60), התש""ע-2010",,657,"החוקה, חוק ומשפט","לביטחון הפנים, המשפטים",False,False,456,2010-01-17,2223,308,2.0,"more then 1 bill in page, split num pages between them",2009-10-19,2009-10-19,0,0,22,22,55,55,90,90,90,90
332503,18,"חוק הביטוח הלאומי (תיקון מס' 116), התש""ע-2010",,660,"העבודה, הרווחה והבריאות","העבודה, הרווחה והשירותים החברתיים",False,False,464,2010-01-17,2223,308,2.0,"more then 1 bill in page, split num pages between them",2009-06-22,2009-11-11,0,0,7,7,0,0,67,67,209,138
333586,18,"חוק אגרה בעבור רשות השידור (הקפאת ההפחתה באגרה) (תיקוני חקיקה), התש""ע-2010",,654,הכלכלה,"התחבורה והבטיחות בדרכים , התקשורת",False,False,467,2010-01-17,2223,304,0.5,"more then 1 bill in page, split num pages between them",2009-12-28,2009-12-28,0,0,1,1,6,6,20,20,20,20
331186,18,"חוק המשטרה (דין משמעתי, בירור קבילות שוטרים והוראות שונות) (תיקון מס' 6), התש""ע-2010",,656,הפנים והגנת הסביבה,לביטחון הפנים,False,False,459,2010-01-07,2222,302,1.0,"more then 1 bill in page, split num pages between them",2009-11-23,2009-11-23,0,0,29,29,0,0,45,45,45,45
305856,18,"חוק לתיקון פקודת מס הכנסה (מס' 173), התש""ע-2009",משרד האוצר,653,הכספים,האוצר,False,False,403,2009-12-31,2220,294,1.0,"more then 1 bill in page, split num pages between them",2008-07-30,2008-07-30,0,0,447,154,57,57,519,226,519,226
329449,18,"חוק מיסוי מקרקעין (שבח ורכישה) (תיקון מס' 66), התש""ע-2009",,653,הכספים,האוצר,False,False,457,2009-12-31,2220,294,1.0,"more then 1 bill in page, split num pages between them",2009-11-09,2009-11-09,0,0,42,42,0,0,52,52,52,52
331492,18,"חוק המרכז לגביית קנסות, אגרות והוצאות (תיקון מס' 9), התש""ע-2009",,657,"החוקה, חוק ומשפט",המשפטים,False,False,460,2009-12-31,2220,296,0.5,"more then 1 bill in page, split num pages between them",2009-11-30,2009-11-30,0,0,15,15,0,0,31,31,31,31
332797,18,"חוק רשות השידור (תיקון מס' 22), התש""ע-2009",,654,הכלכלה,התקשורת,False,False,466,2009-12-31,2220,298,1.0,"more then 1 bill in page, split num pages between them",2009-12-14,2009-12-14,0,0,8,8,0,0,17,17,17,17
334152,18,"חוק המדיניות הכלכלית לשנת הכספים 2004 (תיקוני חקיקה) (תיקון מס' 7), התש""ע-2009",,660,"העבודה, הרווחה והבריאות",האוצר,True,False,436,2009-12-31,2221,300,1.0,"more then 1 bill in page, split num pages between them",2009-11-25,,,,,,,,,,36,36
328401,18,"חוק שיפוט בענייני התרת נישואין (מקרים מיוחדים וסמכות בין-לאומית) (תיקון מס' 3), התש""ע-2009",,657,"החוקה, חוק ומשפט",המשפטים,False,False,449,2009-12-23,2219,285,3,,2009-10-19,2009-10-19,0,0,44,44,0,0,65,65,65,65
328404,18,"חוק הביטוח הלאומי (תיקון מס' 115), התש""ע-2009",,660,"העבודה, הרווחה והבריאות","העבודה, הרווחה והשירותים החברתיים",False,False,451,2009-12-16,2218,280,4,,2009-10-26,2009-10-26,0,0,29,29,0,0,51,51,51,51
329270,18,"חוק התובלה האווירית (תיקון מס' 2), התש""ע-2009",,654,הכלכלה,התחבורה והבטיחות בדרכים ,False,False,452,2009-12-16,2218,278,1,,2009-10-19,2009-10-19,0,0,16,16,0,0,58,58,58,58
310512,18,"חוק הכללת אמצעי זיהוי ביומטריים ונתוני זיהוי ביומטריים במסמכי זיהוי ובמאגר מידע, התש""ע-2009",,677,"משותפת - מדע ופנים להצ""ח הכללת אמצעי זיהוי ביומטריים (מ/408)","הפנים, המשפטים",False,False,408,2009-12-15,2217,256,20,,2008-10-29,2008-10-29,0,0,244,106,148,77,412,203,412,203
325193,18,"חוק לתיקון פקודת מס הכנסה (מס' 172), התש""ע-2009",משרד האוצר,653,הכספים,האוצר,False,False,433,2009-11-26,2215,248,1.3,"more then 1 bill in page, split num pages between them",2009-06-22,2009-06-22,0,0,134,63,0,0,157,86,157,86
329216,18,"חוק המועצות האזוריות (מועד בחירות כלליות) (תיקון מס' 6), התש""ע-2009",,656,הפנים והגנת הסביבה,הפנים,False,False,454,2009-11-26,2215,248,1.3,"more then 1 bill in page, split num pages between them",2009-10-12,2009-10-12,0,0,16,16,6,6,45,45,45,45
294256,18,"חוק העונשין (תיקון מס' 102), התש""ע-2009",,657,"החוקה, חוק ומשפט","לביטחון הפנים, המשפטים",False,False,384,2009-11-11,2214,240,6,,2008-06-10,2008-06-10,0,0,358,136,106,60,519,226,519,226
287072,18,"חוק העונשין (תיקון מס' 101), התש""ע-2009",,657,"החוקה, חוק ומשפט",המשפטים,False,False,372,2009-11-03,2213,236,1,,2007-01-01,2007-10-10,0,0,540,239,6,0,755,420,1037,590
329215,18,"חוק התעבורה (החלת הוראות פקודת התעבורה על רכבת מקומית - הוראת שעה), התש""ע-2009",,654,הכלכלה,התחבורה והבטיחות בדרכים ,False,False,453,2009-11-03,2213,238,2,,2009-10-12,2009-10-12,0,0,15,15,0,0,22,22,22,22
325304,18,"חוק מס הכנסה (תרומה לקרן לאומית או למוסד ציבורי בשנות המס 2009 ו-2010) (הוראת שעה), התש""ע-2009",,653,הכספים,האוצר,False,False,434,2009-10-22,2212,233,1.5,"more then 1 bill in page, split num pages between them",2009-06-22,2009-06-22,0,0,50,41,63,1,122,51,122,51
326280,18,"חוק הרשות השניה לטלוויזיה ורדיו (תיקון מס' 31), התש""ע-2009",,654,הכלכלה,התקשורת,False,False,436,2009-10-22,2212,232,0.5,"more then 1 bill in page, split num pages between them",2009-06-17,2009-06-17,0,0,7,7,26,26,127,56,127,56
326293,18,"חוק הסדרים במשק המדינה (תיקוני חקיקה להשגת יעדי התקציב והמדיניות הכלכלית לשנת הכספים 2006) (תיקון מס' 3), התש""ע-2009",,656,הפנים והגנת הסביבה,האוצר,True,False,436,2009-10-22,2212,232,0.5,"more then 1 bill in page, split num pages between them",2009-06-17,2009-06-17,0,0,49,46,0,0,127,56,127,56
328109,18,"חוק איסור התערבות גנטית (שיבוט אדם ושינוי גנטי בתאי רביה) (תיקון מס' 2), התש""ע-2009",,663,המדע והטכנולוגיה,הבריאות,False,False,447,2009-10-22,2212,233,1.5,"more then 1 bill in page, split num pages between them",2009-07-27,2009-07-27,0,0,45,6,0,0,87,16,87,16
328221,18,"חוק סדר הדין הפלילי (סמכויות אכיפה - מעצרים) (היוועדות חזותית - הוראת שעה) (תיקון מס' 2), התש""ע-2009",,657,"החוקה, חוק ומשפט",לביטחון הפנים,False,False,448,2009-10-14,2211,230,2,,2009-07-27,2009-07-27,0,0,10,6,0,0,79,8,79,8
325866,18,"חוק התקציב לשנות הכספים 2009 ו-2010, התש""ע-2009",,653,הכספים,,False,False,0,2009-10-12,2210,1,229,,2009-05-18,2009-06-17,0,0,-30,-30,51,51,117,46,147,76
324291,18,"חוק התפלגות סיעה (תיקוני חקיקה), התשס""ט-2009",,652,הכנסת,יושב ראש הכנסת,False,False,429,2009-08-10,2208,316,1.0,"more then 1 bill in page, split num pages between them",2009-06-16,2009-07-27,0,0,0,0,1,1,14,6,55,47
325831,18,"חוק הסכמים קיבוציים (תיקון מס' 8), התשס""ט-2009",,660,"העבודה, הרווחה והבריאות","העבודה, הרווחה והשירותים החברתיים",False,False,436,2009-08-10,2208,316,1.0,"more then 1 bill in page, split num pages between them",2009-06-22,2009-06-22,0,0,20,20,10,10,49,41,49,41
325833,18,"חוק הגנת השכר (עיצום כספי), התשס""ט-2009",,660,"העבודה, הרווחה והבריאות","העבודה, הרווחה והשירותים החברתיים",False,False,436,2009-08-10,2208,310,6,,2009-06-22,2009-06-22,0,0,20,20,9,9,49,41,49,41
326282,18,"חוק מינהל מקרקעי ישראל (תיקון מס' 7), התשס""ט-2009",,654,הכלכלה,"הביטחון, האוצר, הבינוי והשיכון, להגנת הסביבה, הבריאות, המשפטים, החינוך, התחבורה והבטיחות בדרכים , התיירות, הפנים, לביטחון הפנים, ראש הממשלה, לפיתוח הפריפריה, הנגב והגליל, האנרגיה, החקלאות ופיתוח הכפר",True,True,436,2009-08-10,2209,318,1,"page number restarted, might be more pages",2009-06-17,2009-06-17,0,0,6,6,27,27,54,46,54,46
181467,18,"חוק השיפוט הצבאי (תיקון מס' 60), התשס""ט-2009",,655,החוץ והביטחון,הביטחון,False,False,256,2009-08-05,2207,302,1,,2006-12-04,2009-07-08,0,0,-2,-2,14,14,28,25,975,596
268452,18,"חוק חיילים משוחררים (החזרה לעבודה) (תיקון מס' 17), התשס""ט-2009",,660,"העבודה, הרווחה והבריאות",הביטחון,False,False,351,2009-08-05,2207,303,1,,2008-01-07,2008-01-07,0,0,560,296,0,0,576,309,576,309
323608,18,"חוק שירות ביטחון (הוראת שעה) (הצבת יוצאי צבא בשירות בתי הסוהר) (תיקון מס' 3), התשס""ט-2009",,655,החוץ והביטחון,הביטחון,False,False,428,2009-08-05,2207,304,1,,2009-05-18,2009-05-18,0,0,56,56,0,0,79,76,79,76
327068,18,"חוק זכויות התלמיד (תיקון מס' 2), התשס""ט-2009",,659,"החינוך, התרבות והספורט",החינוך,False,False,441,2009-08-05,2206,300,2,,2009-07-06,2009-07-06,0,0,8,8,1,1,30,27,30,27
327351,18,"חוק הקולנוע (הוראת שעה) (תיקון), התשס""ט-2009",,659,"החינוך, התרבות והספורט",התרבות והספורט ,False,False,443,2009-08-05,2207,307,3,,2009-07-13,2009-07-13,0,0,9,9,0,0,23,20,23,20
327548,18,"חוק המדיניות הכלכלית לשנת הכספים 2004 (תיקוני חקיקה) (תיקון מס' 6), התשס""ט-2009",,660,"העבודה, הרווחה והבריאות",האוצר,True,False,436,2009-07-29,2205,290,0.5,"more then 1 bill in page, split num pages between them",2009-06-17,2009-06-17,0,0,,,,,42,42,42,42
257590,18,"חוק השיפוט הצבאי (תיקון מס' 59), התשס""ט-2009",,655,החוץ והביטחון,הביטחון,False,False,334,2009-07-27,2204,288,1,,2007-11-26,2007-11-26,0,0,595,331,0,0,609,345,609,345
295773,18,"חוק ניירות ערך (תיקון מס' 38), התשס""ט-2009",,663,המדע והטכנולוגיה,האוצר,False,False,386,2009-07-27,2204,284,3,,2008-07-07,2008-07-07,0,0,359,137,0,0,385,163,385,163
323607,18,"חוק שירות ביטחון (תיקון מס' 7 והוראת שעה) (שירות במשטרה ושירות מוכר) (תיקון מס' 10), התשס""ט-2009",,655,החוץ והביטחון,הביטחון,False,False,428,2009-07-27,2204,289,1,,2009-05-18,2009-05-18,0,0,56,56,0,0,70,70,70,70
